"Indicador","Sector","ISO Alfa3","ISO N","Código","País","Año","Valor","Unidad"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","1986","1780.3371432209","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","1987","1947.6411617279","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","1988","1967.2612054825","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","1989","2059.8158193016","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","1990","2020.6342432022","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","1991","1762.2572851562","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","1992","1893.1684649587","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","1993","1870.5589478827","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","1994","1817.7788944626","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","1995","1756.0160181952","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","1996","1927.9482885313","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","1997","1985.0552360666","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","1998","2060.2139697194","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","1999","2106.4376003027","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2000","2340.5365436671","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2001","2248.5075121673","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2002","1983.6471613457","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2003","2005.6804418605","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2004","2146.317881","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2005","2372.9049178738","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2006","2743.7217703618","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2007","2954.0380476134","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2008","3033.2050317444","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2009","3031.6358112367","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2010","3095.8380062368","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2011","3204.2753909324","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2012","3303.0531897748","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2013","3348.7960639995","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2014","3598.7678675782","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2015","3893.6202139161","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2016","3699.1812581111","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2017","3847.766433988","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2018","3940.0127497501","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2019","4402.572882507","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2020","3723.8959065248","GWh"
"Consumo de electricidad","Transporte","","","Subregión","América del Sur","2021","4267.3530471798","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1970","43929.250212402","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1971","48787.087436523","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1972","54826.857543945","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1973","59481.420898438","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1974","68355.993896484","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1975","70115.396621704","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1976","77760.994140625","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1977","85897.736083984","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1978","94059.762939453","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1979","108779.80273438","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1980","118295.59974731","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1981","118687.77430176","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1982","121797.56518555","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1983","129209.3112207","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1984","146694.80720703","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1985","156606.41335815","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1986","167210.44634277","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1987","171228.08536621","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1988","183336.17934082","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1989","187183.98598145","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1990","185473.21353529","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1991","191030.85595613","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1992","194187.36026833","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1993","203777.09635852","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1994","209987.11487141","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1995","216351.89863798","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1996","222926.1287894","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1997","235794.36395079","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1998","243428.75948104","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","1999","242608.35911279","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2000","245296.59189966","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2001","239721.64932816","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2002","253751.56642224","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2003","267133.27262025","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2004","277278.66717442","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2005","286561.02727784","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2006","301719.88741236","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2007","310591.46992368","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2008","319680.43269522","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2009","311340.6595182","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2010","324948.79577302","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2011","336539.16160945","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2012","339647.24154279","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2013","340364.44111242","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2014","331571.5384609","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2015","322113.1323655","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2016","324040.57209135","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2017","321953.52713443","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2018","324514.41890193","GWh"
"Consumo de electricidad","Industrial","","","Subregión","América del Sur","2019","332409.99533768","GWh"
